sku,desc,wholesale_cost,dims_cm
"PET7549","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.53,10.8|9.5|5.5
"PET7551","Wet Senior Cat Food, Pumpkin & Pumpkin",1.08,17.0|11.0|4.3
"COL7568","Noah's Jersey (azure)",11.22,19.4|15.8|6.9
"TOY7586","Electric Stickers",1.27,14.7|7.2|6.9
"PET7604","Vegan Senior Cat Food, Chicken & Chicken",1.58,17.2|12.4|10.2
"DLI7616","Pickled Salmon Salad",1.11,7.9|6.9|1.3
"PET7618","Wet Adult Cat Food, Turkey & Turkey",1.08,9.5|7.9|4.4
"DLI7632","Pickled Cucumber Sandwich",1.04,14.6|0.6|0.4
"TOY7634","Mechanical Train",14.01,16.3|7.3|4.4
"PET7641","Gluten-free Senior Cat Food, Tuna & Tuna",1.59,10.5|6.8|3.0
"PET7652","Vegan Senior Cat Food, Salmon & Salmon",1.63,19.8|9.3|8.9
"PET7654","Vegan Senior Cat Food, Beef & Beef",1.23,17.8|9.1|2.4
"COL7663","Noah's Poster (white)",4.07,5.6|4.8|4.1
"PET7689","Wet Cat Food, Turkey & Turkey",0.88,12.6|12.1|6.2
"TOY7690","Disney Crayons",9.73,15.3|8.1|4.1
"PET7692","Wet Cat Food, Duck & Duck",1.06,12.6|10.4|8.0
"PET7715","Gluten-free Senior Cat Food, Beef & Beef",1.34,13.9|9.6|1.4
"COL7715","Noah's Bobblehead (magenta)",4.79,15.1|8.2|2.3
"BKY7716","Caraway Twist",1.12,12.9|9.4|6.7
"TOY7718","Mini Stickers",1.00,19.8|18.9|3.1
"PET7719","Gluten-free Adult Cat Food, Chicken & Chicken",1.41,17.8|10.1|4.9
"PET7725","Dry Cat Food, Chicken & Chicken",0.88,5.3|1.0|0.7
"DLI7727","Salted Whitefish Salad",1.08,13.8|1.8|1.3
"PET7731","Wet Senior Cat Food, Beef & Beef",1.02,12.5|3.4|1.5
"TOY7748","Star Wars Slinky",5.96,11.6|1.9|1.8
"PET7770","Wet Cat Food, Tuna & Tuna",1.06,17.3|8.7|3.6
"PET7785","Dry Adult Cat Food, Beef & Beef",1.01,17.3|8.7|6.2
"PET7787","Wet Senior Cat Food, Turkey & Turkey",0.92,8.8|7.4|4.8
"TOY7787","Lego Fidget Toy",1.14,9.4|8.5|4.0
"PET7789","Wet Cat Food, Pumpkin & Pumpkin",0.96,14.0|7.1|2.7
"PET7807","Gluten-free Cat Food, Shrimp & Shrimp",1.52,14.0|10.6|3.4
"PET7808","Gluten-free Adult Cat Food, Duck & Duck",1.49,19.9|18.3|12.5
"PET7811","Snake",0.89,15.7|15.0|10.5
"PET7812","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.35,19.8|17.4|2.0
"PET7828","Dry Adult Cat Food, Tuna & Tuna",0.95,11.4|10.7|10.0
"TOY7828","Disney Board Game",47.62,18.3|16.1|1.4
"TOY7831","Handmade Fidget Toy",2.10,18.6|16.9|12.1
"PET7843","Gluten-free Senior Cat Food, Turkey & Turkey",1.27,15.3|14.8|8.7
"PET7858","Vegan Cat Food, Duck & Duck",1.51,19.4|12.8|10.9
"COL7866","Noah's Gift Box (white)",3.06,8.8|7.4|5.9
"PET7870","Vegan Adult Cat Food, Shrimp & Shrimp",1.85,17.7|16.9|3.5
"TOY7872","Electric Dreidel",3.64,18.4|7.9|3.3
"TOY7876","Manual Board Game",17.82,19.6|4.5|0.8
"PET7883","Dry Cat Food, Beef & Beef",0.95,14.3|5.4|5.0
"PET7890","Vegan Senior Cat Food, Salmon & Salmon",1.57,7.6|4.2|1.3
"PET7892","Gluten-free Cat Food, Duck & Duck",1.47,19.5|18.6|16.8
"TOY7892","Manual Hebrew Blocks",3.02,14.7|13.7|0.0
"PET7899","Gluten-free Cat Food, Shrimp & Shrimp",1.59,13.2|9.5|0.8
"DLI7904","Pickled Herring Sandwich",0.97,8.8|3.4|2.6
"PET7912","Wet Cat Food, Beef & Beef",1.02,4.1|2.2|2.1
"PET7925","Wet Adult Cat Food, Shrimp & Shrimp",1.09,17.6|13.8|9.2
"PET7932","Gluten-free Senior Cat Food, Chicken & Chicken",1.46,9.4|8.6|0.3
"TOY7932","Star Wars Toy Soldier",19.55,11.0|7.9|0.1
"PET7939","Dry Adult Cat Food, Shrimp & Shrimp",0.99,19.9|13.4|6.6
"PET7945","Vegan Cat Food, Shrimp & Shrimp",1.46,17.3|8.4|8.3
"PET7952","Wet Senior Cat Food, Beef & Beef",0.93,11.4|6.4|1.2
"COL7955","Noah's Action Figure (green)",12.96,8.8|6.8|1.5
"PET7957","Vegan Adult Cat Food, Turkey & Turkey",1.32,11.5|4.1|3.8
"TOY7967","Electric Board Game",16.36,13.3|12.8|8.8
"TOY7968","Lego Airplane",12.13,18.7|6.5|6.3
"PET7990","Gluten-free Senior Cat Food, Beef & Beef",1.19,19.6|19.3|0.0
"PET8005","Wet Cat Food, Pumpkin & Pumpkin",0.90,11.4|8.3|0.3
"PET8007","Vegan Adult Cat Food, Turkey & Turkey",1.50,19.6|14.5|13.7
"PET8022","Gluten-free Cat Food, Pumpkin & Pumpkin",1.39,18.1|7.6|2.0
"PET8041","Dry Cat Food, Tuna & Tuna",0.94,10.8|6.3|2.8
"PET8044","Wet Cat Food, Duck & Duck",1.03,17.6|10.5|5.5
"PET8064","Dry Cat Food, Pumpkin & Pumpkin",0.90,18.8|10.3|5.8
"PET8083","Gluten-free Adult Cat Food, Shrimp & Shrimp",1.51,12.1|9.4|5.4
"PET8085","Dog",0.99,14.7|13.2|6.4
"PET8087","Wet Cat Food, Tuna & Tuna",1.08,17.9|6.4|3.8
"COL8116","Noah's Jewelry (azure)",26.18,18.4|12.2|7.1
"PET8122","Vegan Adult Cat Food, Tuna & Tuna",1.48,11.3|11.2|4.6
"PET8129","Dry Adult Cat Food, Duck & Duck",1.03,18.7|14.4|2.7
"PET8130","Vegan Adult Cat Food, Beef & Beef",1.17,15.5|9.8|6.9
"TOY8141","Star Wars Dreidel",6.22,18.8|12.4|10.0
"PET8182","Vegan Senior Cat Food, Salmon & Salmon",1.28,10.5|2.5|2.2
"PET8189","Vegan Senior Cat Food, Turkey & Turkey",1.69,12.4|5.5|1.4
"PET8190","Vegan Adult Cat Food, Chicken & Chicken",1.68,16.7|16.1|6.1
"PET8207","Wet Cat Food, Salmon & Salmon",0.91,15.5|12.7|1.3
"TOY8209","Transformers Silly Bandz",3.64,12.9|9.8|7.4
"PET8216","Vegan Senior Cat Food, Shrimp & Shrimp",1.42,10.9|6.0|5.1
"PET8219","Vegan Senior Cat Food, Turkey & Turkey",1.74,19.3|10.0|4.9
"PET8244","Wet Cat Food, Shrimp & Shrimp",0.98,6.2|5.0|1.7
"TOY8244","Manual Crayons",2.98,16.8|12.4|5.7
"PET8263","Wet Cat Food, Shrimp & Shrimp",1.01,16.1|5.0|4.9
"PET8271","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.52,8.1|7.4|1.6
"TOY8274","Marvel Fidget Toy",1.59,17.4|15.2|6.5
"TOY8287","Tonka Toy Soldier",9.35,18.3|18.1|15.9
"PET8299","Rat",0.45,18.1|15.3|14.9
"TOY8302","Ultra Airplane",11.09,18.4|14.5|13.9
"PET8303","Gluten-free Cat Food, Salmon & Salmon",1.30,19.4|11.9|8.8
"TOY8310","Toy Train",7.84,12.2|8.0|7.4
"PET8317","Wet Cat Food, Salmon & Salmon",0.83,19.3|16.9|11.5
"PET8325","Gluten-free Senior Cat Food, Beef & Beef",1.68,11.4|4.8|4.1
"TOY8330","Automatic Crayons",3.48,14.2|11.1|4.0
"COL8354","Noah's Lunchbox (purple)",7.12,19.7|17.6|16.6
"PET8355","Vegan Cat Food, Pumpkin & Pumpkin",1.61,10.9|9.1|3.2
"COL8357","Noah's Lunchbox (mauve)",9.21,19.9|17.4|9.8
"TOY8361","Toy Dreidel",2.22,16.9|14.6|13.9
"PET8369","Dry Adult Cat Food, Pumpkin & Pumpkin",1.13,18.7|4.5|3.0
"PET8387","Gluten-free Adult Cat Food, Duck & Duck",1.47,19.6|15.3|4.7
"PET8396","Dry Cat Food, Turkey & Turkey",0.87,16.1|8.6|8.2
"COL8402","Noah's Lunchbox (red)",11.83,19.4|7.5|1.5
"PET8404","Vegan Cat Food, Chicken & Chicken",1.62,16.8|9.1|8.9
"TOY8407","Automatic Ball",2.78,16.3|14.9|2.2
"PET8415","Gluten-free Cat Food, Turkey & Turkey",1.54,19.5|15.1|11.0
"PET8427","Dry Adult Cat Food, Chicken & Chicken",1.12,18.7|9.6|4.0
"PET8448","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.68,16.9|16.7|11.3
"TOY8448","Star Wars Silly Bandz",6.26,10.9|4.7|4.1
"PET8449","Wet Adult Cat Food, Salmon & Salmon",0.92,16.9|10.9|10.1
"TOY8451","Power Stickers",0.93,16.5|11.7|2.3
"TOY8460","Super Silly Bandz",2.79,18.6|12.2|4.0
"TOY8466","Tonka Airplane",12.33,10.4|6.6|3.5
"PET8473","Gluten-free Cat Food, Pumpkin & Pumpkin",1.70,9.5|9.5|0.9
"DLI8488","Dilled Herring Salad",1.06,15.0|10.0|2.5
"PET8489","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.72,6.7|2.3|0.8
"PET8496","Dry Adult Cat Food, Tuna & Tuna",0.87,14.6|11.6|0.7
"COL8501","Noah's Jewelry (red)",24.24,11.4|11.4|5.0
"TOY8509","Lego Dreidel",3.79,8.2|4.1|2.8
"TOY8516","Mega Train",11.98,14.4|9.9|1.6
"PET8523","Gluten-free Senior Cat Food, Chicken & Chicken",1.41,18.1|16.4|4.7
"PET8543","Wet Senior Cat Food, Shrimp & Shrimp",1.03,7.7|2.7|2.5
"BKY8544","Raspberry Babka",0.88,15.4|14.1|14.0
"DLI8564","Smoked Cabbage Salad",1.19,15.9|11.2|4.6
"PET8566","Vegan Cat Food, Shrimp & Shrimp",1.41,11.3|6.6|3.1
"TOY8573","Noah's Airplane",13.04,20.0|18.5|15.0
"PET8588","Gluten-free Adult Cat Food, Salmon & Salmon",1.67,14.6|14.5|6.6
"PET8589","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.06,13.5|13.0|1.0
"PET8592","Wet Senior Cat Food, Tuna & Tuna",1.03,4.1|2.0|1.0
"PET8593","Wet Adult Cat Food, Salmon & Salmon",1.06,16.0|15.1|7.7
"DLI8593","Pickled Salmon Sandwich",0.98,18.2|18.0|10.0
"TOY8597","Mini Train",11.49,6.0|3.0|2.1
"PET8609","Vegan Adult Cat Food, Beef & Beef",1.61,10.3|9.4|6.2
"PET8621","Dry Adult Cat Food, Duck & Duck",0.95,18.4|14.2|13.5
"DLI8621","Broccoli Knish",1.00,10.4|6.3|0.4
"PET8627","Vegan Adult Cat Food, Chicken & Chicken",1.44,16.5|11.7|2.0
"PET8632","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.39,16.1|12.0|8.4
"PET8636","Gluten-free Senior Cat Food, Tuna & Tuna",1.72,16.8|14.5|4.6
"TOY8653","Noah's Slinky",3.38,13.1|5.7|4.1
"TOY8678","Mini Doll",11.17,17.0|12.5|8.0
"COL8686","Noah's Jewelry (white)",24.30,16.5|9.8|9.7
"TOY8693","Lego Silly Bandz",4.09,8.0|2.4|1.1
"PET8695","Vegan Adult Cat Food, Shrimp & Shrimp",1.21,13.3|4.7|2.6
"PET8701","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.79,16.3|14.1|10.7
"TOY8708","Ultra Yoyo",4.89,15.1|8.8|3.5
"PET8711","Gluten-free Senior Cat Food, Chicken & Chicken",1.34,10.1|8.3|7.5
"PET8716","Gluten-free Adult Cat Food, Duck & Duck",1.67,10.8|3.5|1.0
"PET8735","Vegan Senior Cat Food, Shrimp & Shrimp",1.40,18.1|17.9|16.5
"PET8746","Dry Senior Cat Food, Salmon & Salmon",0.77,17.4|14.9|12.4
"PET8749","Wet Adult Cat Food, Beef & Beef",1.00,14.6|6.0|4.0
"DLI8752","Smoked Cucumber Salad",0.95,15.6|14.2|2.9
"PET8777","Vegan Cat Food, Turkey & Turkey",1.63,14.9|11.7|6.5
"TOY8782","Mega Board Game",17.76,8.6|3.7|1.5
"TOY8796","Noah's Blocks",4.46,15.2|6.5|3.2
"COL8808","Noah's Action Figure (azure)",15.28,15.5|14.2|5.7
"PET8818","Vegan Adult Cat Food, Turkey & Turkey",1.44,13.8|1.9|0.7
"TOY8819","Transformers Stickers",1.32,15.9|15.6|11.3
"DLI8820","Coffee, Drip",1.44,9.6|7.8|0.7
"PET8822","Dry Cat Food, Duck & Duck",0.92,16.4|5.3|1.1
"TOY8822","Electric Blocks",3.81,14.6|12.3|1.6
"PET8825","Wet Adult Cat Food, Pumpkin & Pumpkin",1.02,17.8|9.4|6.5
"PET8834","Senior Fish Food",0.64,11.8|8.0|1.8
"COL8834","Noah's Gift Box (purple)",2.83,15.5|14.3|4.9
"PET8840","Vegan Cat Food, Chicken & Chicken",1.47,18.9|13.7|5.1
"PET8851","Dry Cat Food, Shrimp & Shrimp",1.02,18.2|5.6|5.5
"TOY8853","Electric Train",13.19,17.1|11.0|6.8
"TOY8858","Disney Blocks",10.33,7.0|3.9|0.7
"TOY8870","Transformers Crayons",3.48,14.8|11.5|10.3
"PET8881","Dry Adult Cat Food, Salmon & Salmon",1.05,17.6|9.1|0.7
"TOY8887","Disney Yoyo",13.50,18.8|13.9|5.2
"TOY8896","Manual Fidget Toy",1.00,17.0|16.0|4.7
"PET8918","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.76,16.2|9.5|4.9
"TOY8919","Transformers Train",14.23,12.9|5.3|2.4
"TOY8925","Handmade Doll",17.18,16.1|10.4|8.3
"PET8927","Gluten-free Senior Cat Food, Chicken & Chicken",1.53,19.9|19.5|4.9
"TOY8932","Super Hebrew Blocks",2.93,18.0|10.3|7.4
"BKY8935","Caraway Bialy",0.94,15.4|14.5|1.2
"PET8936","Dry Senior Cat Food, Tuna & Tuna",1.09,18.9|2.5|0.2
"TOY8943","Mega Stickers",0.91,9.0|7.7|1.9
"PET8948","Dry Senior Cat Food, Pumpkin & Pumpkin",1.06,12.0|7.0|2.6
"TOY8955","Vintage Ball",3.89,15.0|9.0|1.0
"COL8959","Noah's Jewelry (blue)",33.95,13.8|10.9|7.1
"TOY8963","Power Board Game",14.09,19.4|10.6|2.3
"PET8971","Gluten-free Cat Food, Duck & Duck",1.60,19.6|17.8|16.9
"PET8996","Gluten-free Cat Food, Salmon & Salmon",1.45,16.9|14.2|9.2
"PET9003","Vegan Senior Cat Food, Chicken & Chicken",1.46,16.1|14.0|13.0
"COL9011","Noah's Bobblehead (amber)",5.21,18.6|12.5|2.2
"PET9016","Vegan Senior Cat Food, Turkey & Turkey",1.67,11.9|6.6|4.2
"PET9025","Gluten-free Adult Cat Food, Turkey & Turkey",1.50,9.7|7.8|3.1
"PET9027","Wet Adult Cat Food, Turkey & Turkey",1.00,16.9|14.6|9.9
"COL9027","Noah's Bobblehead (white)",3.94,18.3|15.3|5.3
"PET9030","Dry Adult Cat Food, Duck & Duck",1.12,17.0|16.3|13.3
"PET9042","Wet Cat Food, Chicken & Chicken",0.99,10.2|1.9|1.9
"DLI9062","Salted Whitefish Sandwich",1.01,10.0|9.2|4.5
"COL9064","Noah's Jersey (orange)",9.19,6.1|2.6|0.6
"COL9078","Noah's Lunchbox (yellow)",9.96,17.9|14.7|9.9
"PET9082","Vegan Adult Cat Food, Duck & Duck",1.54,15.2|2.8|2.0
"PET9089","Wet Adult Cat Food, Beef & Beef",1.03,7.8|7.3|5.3
"PET9095","Vegan Cat Food, Chicken & Chicken",1.43,13.7|4.5|1.3
"PET9096","Wet Adult Cat Food, Beef & Beef",0.96,18.6|17.3|3.6
"TOY9096","Vintage Doll",14.14,9.0|9.0|6.4
"TOY9101","Handmade Hebrew Blocks",6.30,18.8|18.1|14.5
"TOY9104","Mega Doll",11.75,11.2|5.8|3.4
"PET9111","Dry Senior Cat Food, Duck & Duck",1.00,11.3|7.5|4.9
"TOY9114","Transformers Doll",11.51,19.6|10.5|8.1
"COL9116","Noah's Gift Box (azure)",3.15,14.7|6.3|5.0
"PET9136","Gluten-free Senior Cat Food, Salmon & Salmon",1.48,8.8|3.1|1.4
"PET9159","Dry Cat Food, Pumpkin & Pumpkin",1.00,16.0|9.3|5.7
"TOY9187","Super Fidget Toy",0.95,8.0|4.2|2.8
"PET9188","Dry Senior Cat Food, Chicken & Chicken",1.03,14.1|13.4|3.7
"PET9190","Hedgehog",0.74,13.1|7.4|3.3
"COL9192","Noah's Poster (amber)",4.76,19.6|16.2|11.5
"PET9199","Wet Adult Cat Food, Duck & Duck",0.97,15.5|13.4|5.4
"PET9209","Vegan Adult Cat Food, Beef & Beef",1.57,18.5|9.8|3.1
"TOY9224","Mechanical Slinky",3.19,10.7|8.0|7.6
"PET9232","Gluten-free Senior Cat Food, Duck & Duck",1.50,19.8|16.6|15.7
"DLI9235","Salted Herring Salad",1.14,15.0|3.1|1.0
"TOY9237","Automatic Hebrew Blocks",3.07,17.8|17.3|9.7
"COL9241","Noah's Gift Box (orange)",2.43,17.4|13.1|2.2
"TOY9241","Mechanical Fidget Toy",1.10,14.5|12.0|1.3
"TOY9242","Mechanical Yoyo",5.44,20.0|12.0|0.4
"PET9246","Dry Adult Cat Food, Duck & Duck",0.97,13.7|2.7|1.9
"DLI9247","Pickled Egg Sandwich",1.05,17.5|11.2|6.2
"PET9248","Dry Cat Food, Turkey & Turkey",1.06,16.9|13.5|5.9
"PET9262","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.24,17.1|12.5|10.3
"DLI9266","Health Soup",0.99,6.4|0.2|0.0
"PET9269","Hamster Food",0.51,4.0|0.1|0.0
"PET9270","Wet Senior Cat Food, Beef & Beef",1.02,6.8|5.0|1.7
"PET9272","Dry Adult Cat Food, Salmon & Salmon",1.02,18.8|10.3|7.3
"PET9273","Dry Senior Cat Food, Turkey & Turkey",1.12,13.0|10.3|6.8
"PET9300","Vegan Cat Food, Shrimp & Shrimp",1.54,17.1|9.4|0.6
"PET9308","Vegan Adult Cat Food, Tuna & Tuna",1.40,17.0|6.7|4.0
"PET9316","Vegan Cat Food, Turkey & Turkey",1.42,19.1|2.9|2.2
"TOY9337","Manual Train",11.97,12.2|10.8|7.1
"TOY9342","Jigsaw Puzzle (Garden of Eden)",1.67,12.7|8.3|4.6
"PET9347","Vegan Senior Cat Food, Beef & Beef",1.38,19.3|10.3|1.6
"COL9349","Noah's Action Figure (orange)",15.47,16.6|12.9|11.9
"PET9359","Dry Senior Cat Food, Shrimp & Shrimp",1.19,12.6|8.0|0.4
"TOY9362","Disney Ball",7.61,8.3|8.2|5.9
"PET9364","Gluten-free Cat Food, Tuna & Tuna",1.33,10.3|5.9|0.5
"PET9367","Dry Senior Cat Food, Pumpkin & Pumpkin",1.10,14.1|2.3|2.0
"PET9369","Dry Cat Food, Pumpkin & Pumpkin",1.13,15.2|8.3|0.6
"PET9372","Vegan Cat Food, Beef & Beef",1.39,17.8|9.1|6.2
"PET9380","Dry Adult Cat Food, Chicken & Chicken",1.02,16.9|9.6|3.8
"PET9385","Dry Cat Food, Chicken & Chicken",1.05,15.7|15.2|13.5
"PET9400","Vegan Cat Food, Chicken & Chicken",1.58,19.4|15.8|2.6
"PET9417","Vegan Senior Cat Food, Duck & Duck",1.62,13.8|3.6|0.0
"COL9420","Noah's Jewelry (amber)",30.01,13.8|9.1|4.9
"PET9426","Dry Cat Food, Chicken & Chicken",1.02,15.5|0.7|0.0
"PET9427","Vegan Cat Food, Beef & Beef",1.44,18.5|17.2|8.9
"PET9445","Vegan Adult Cat Food, Salmon & Salmon",1.58,12.7|8.0|4.7
"PET9449","Dog Food",0.94,13.9|11.2|2.3
"TOY9449","Super Board Game",13.83,18.3|9.1|5.7
"TOY9457","Noah's Ball",3.22,17.6|2.6|0.7
"TOY9460","Noah's Dreidel",3.02,12.9|10.8|1.6
"PET9483","Wet Senior Cat Food, Pumpkin & Pumpkin",0.99,20.0|18.1|16.5
"TOY9499","Mechanical Stickers",0.82,19.4|18.7|2.8
"PET9511","Dry Cat Food, Salmon & Salmon",0.91,11.3|2.9|2.5
"TOY9519","Vintage Slinky",3.82,19.7|16.4|11.0
"TOY9535","Automatic Stickers",0.85,18.3|12.9|0.0
"PET9541","Ferret Food",0.46,16.5|9.6|1.4
"PET9542","Wet Senior Cat Food, Salmon & Salmon",0.93,7.4|7.3|5.1
"BKY9551","Sesame Puff",1.03,5.0|4.2|2.3
"TOY9552","Vintage Yoyo",6.98,19.3|10.7|3.7
"TOY9569","Tonka Yoyo",4.71,2.9|2.7|0.7
"PET9575","Dry Adult Cat Food, Pumpkin & Pumpkin",0.85,10.9|5.1|2.3
"TOY9585","Manual Slinky",3.45,17.5|15.3|13.8
"PET9591","Dry Cat Food, Pumpkin & Pumpkin",0.93,18.6|15.1|10.8
"PET9601","Wet Adult Cat Food, Tuna & Tuna",0.87,18.8|18.0|9.8
"PET9602","Dry Senior Cat Food, Salmon & Salmon",1.06,16.2|13.5|10.8
"PET9606","Vegan Cat Food, Salmon & Salmon",1.54,14.1|13.9|8.1
"PET9625","Wet Cat Food, Tuna & Tuna",0.98,17.8|12.4|9.2
"TOY9629","Electric Slinky",3.03,10.6|10.3|8.6
"PET9631","Wet Cat Food, Tuna & Tuna",1.15,10.4|2.2|0.1
"PET9644","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.68,19.3|15.4|6.0
"TOY9688","Mini Slinky",3.39,13.5|12.4|4.0
"PET9692","Wet Senior Cat Food, Duck & Duck",0.96,15.5|11.4|5.1
"PET9694","Vegan Senior Cat Food, Salmon & Salmon",1.48,12.0|2.6|2.4
"PET9696","Wet Adult Cat Food, Tuna & Tuna",0.94,15.7|15.7|7.0
"PET9701","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.67,13.7|10.3|0.6
"PET9708","Vegan Cat Food, Shrimp & Shrimp",1.42,16.6|10.9|7.1
"PET9726","Vegan Cat Food, Tuna & Tuna",1.35,9.8|9.5|4.0
"PET9739","Wet Cat Food, Chicken & Chicken",1.01,18.0|10.9|0.9
"TOY9740","Handmade Yoyo",11.77,18.0|16.6|16.5
"PET9749","Vegan Adult Cat Food, Tuna & Tuna",1.58,10.9|5.2|0.1
"PET9753","Gluten-free Cat Food, Pumpkin & Pumpkin",1.49,18.5|10.1|3.6
"PET9755","Gluten-free Cat Food, Salmon & Salmon",1.31,7.1|7.0|4.9
"TOY9764","Handmade Airplane",22.35,19.0|18.5|15.5
"PET9768","Wet Adult Cat Food, Turkey & Turkey",0.97,19.8|19.4|14.7
"DLI9768","Dilled Whitefish Salad",1.20,14.0|5.8|2.9
"PET9769","Wet Adult Cat Food, Tuna & Tuna",0.97,18.0|7.9|0.9
"COL9773","Noah's Poster (magenta)",4.13,7.2|4.9|1.9
"TOY9778","Handmade Stickers",2.28,4.8|4.0|3.0
"PET9783","Dry Adult Cat Food, Chicken & Chicken",1.08,17.1|12.6|11.4
"DLI9789","Kasha Kugel",1.02,17.4|15.9|15.5
"PET9792","Dry Cat Food, Shrimp & Shrimp",1.04,9.9|7.4|3.9
"PET9793","Gluten-free Cat Food, Beef & Beef",1.72,16.4|7.4|4.4
"PET9812","Dry Adult Cat Food, Shrimp & Shrimp",0.91,11.2|10.2|2.1
"COL9819","Noah's Lunchbox (blue)",9.87,14.2|4.1|3.3
"PET9823","Wet Senior Cat Food, Turkey & Turkey",1.14,18.9|13.8|7.2
"PET9842","Dry Cat Food, Tuna & Tuna",1.05,10.6|5.9|3.5
"PET9846","Wet Adult Cat Food, Shrimp & Shrimp",0.91,18.6|15.7|6.4
"PET9849","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.65,17.5|6.0|4.5
"TOY9866","Power Fidget Toy",1.01,17.3|9.4|1.6
"DLI9869","Broccoli Blintz",1.01,2.5|1.4|1.2
"PET9880","Dry Senior Cat Food, Beef & Beef",1.18,13.6|13.1|2.3
"PET9890","Dry Cat Food, Beef & Beef",1.12,17.7|10.7|2.8
"PET9893","Wet Adult Cat Food, Tuna & Tuna",0.91,14.6|8.9|4.2
"PET9894","Vegan Cat Food, Pumpkin & Pumpkin",1.53,17.7|11.6|11.1
"PET9895","Vegan Cat Food, Beef & Beef",1.71,9.9|3.7|2.7
"TOY9896","Jigsaw Puzzle (Noah's Ark)",1.42,14.2|11.1|10.4
"PET9900","Dry Adult Cat Food, Pumpkin & Pumpkin",1.09,14.7|6.5|3.1
"PET9924","Dry Adult Cat Food, Pumpkin & Pumpkin",1.10,11.3|7.7|1.1
"COL9948","Noah's Jewelry (magenta)",32.97,18.0|17.5|6.2
"TOY9952","Mega Crayons",2.87,10.7|0.6|0.0
"TOY9953","Marvel Board Game",23.92,18.2|9.1|6.1
"PET9955","Wet Senior Cat Food, Pumpkin & Pumpkin",1.19,14.8|12.6|9.7
"PET9979","Dry Cat Food, Tuna & Tuna",0.93,17.3|14.4|13.2
"TOY9981","Handmade Blocks",8.12,13.4|7.0|4.0
"PET9985","Gluten-free Cat Food, Chicken & Chicken",1.41,11.7|10.0|4.2
"PET9986","Gluten-free Adult Cat Food, Salmon & Salmon",1.38,19.1|2.8|1.4
"PET9991","Gluten-free Cat Food, Turkey & Turkey",1.60,15.6|12.4|8.7
"TOY9997","Power Doll",10.83,11.9|9.4|1.0
